,age,gender,device_type,ad_position,browsing_history,time_of_day,click
4593,40.339417052574234,Male,Tablet,Bottom,Entertainment,Afternoon,1
4594,29.0,Female,Desktop,Bottom,Entertainment,Evening,0
4595,36.0,Male,Mobile,Bottom,Social Media,Night,0
4596,40.339417052574234,Female,Desktop,Top,Entertainment,Evening,1
4597,38.0,Non-Binary,Desktop,Bottom,News,Night,0
4600,52.0,Non-Binary,Tablet,Bottom,Entertainment,Evening,0
4601,44.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
4603,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,0
4605,29.0,Non-Binary,Mobile,Top,Entertainment,Night,0
4607,34.0,Male,Desktop,Bottom,Social Media,Morning,1
4608,40.339417052574234,Female,Mobile,Top,Entertainment,Afternoon,0
4609,40.339417052574234,Male,Mobile,Bottom,Entertainment,Afternoon,1
4610,40.339417052574234,Male,Mobile,Bottom,Shopping,Morning,0
4611,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
4612,40.339417052574234,Male,Tablet,Bottom,Education,Evening,1
4613,35.0,Male,Mobile,Bottom,Entertainment,Afternoon,1
4616,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Night,0
4618,40.339417052574234,Male,Tablet,Bottom,Education,Morning,0
4619,34.0,Female,Desktop,Side,Entertainment,Evening,0
4620,46.0,Male,Mobile,Top,Education,Afternoon,0
4623,61.0,Male,Desktop,Bottom,Entertainment,Morning,1
4625,40.339417052574234,Male,Desktop,Top,News,Afternoon,0
4627,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,0
4630,40.339417052574234,Male,Mobile,Top,Entertainment,Morning,0
4631,40.339417052574234,Female,Mobile,Side,Entertainment,Afternoon,0
4632,33.0,Male,Desktop,Bottom,News,Night,1
4634,37.0,Male,Mobile,Bottom,Education,Evening,0
4635,39.0,Male,Desktop,Side,Entertainment,Night,0
4636,43.0,Male,Tablet,Bottom,Education,Morning,1
4637,40.339417052574234,Male,Mobile,Side,Education,Evening,1
4638,61.0,Non-Binary,Tablet,Side,Shopping,Morning,0
4641,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
4642,45.0,Male,Desktop,Bottom,Entertainment,Night,0
4645,53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
4646,18.0,Female,Desktop,Bottom,News,Night,0
4648,43.0,Female,Tablet,Bottom,Shopping,Night,0
4649,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,0
4651,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4652,40.339417052574234,Non-Binary,Mobile,Top,Entertainment,Morning,1
4654,35.0,Male,Mobile,Top,Shopping,Morning,0
4658,26.0,Non-Binary,Desktop,Side,Entertainment,Evening,1
4659,46.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
4660,63.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
4661,42.0,Male,Desktop,Bottom,Social Media,Morning,1
4663,25.0,Male,Mobile,Top,Entertainment,Morning,0
4664,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
4666,40.339417052574234,Male,Desktop,Bottom,Social Media,Night,1
4667,29.0,Male,Tablet,Side,Education,Afternoon,1
4668,40.339417052574234,Female,Mobile,Top,Education,Morning,1
4669,40.339417052574234,Female,Desktop,Bottom,Education,Morning,1
4670,60.0,Non-Binary,Desktop,Top,Education,Night,0
4671,40.339417052574234,Male,Mobile,Side,Entertainment,Night,0
4672,54.0,Male,Tablet,Top,Shopping,Afternoon,0
4674,30.0,Female,Desktop,Bottom,Entertainment,Morning,1
4676,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
4677,26.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
4680,58.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
4681,40.339417052574234,Female,Desktop,Side,Social Media,Morning,0
4682,61.0,Male,Desktop,Bottom,News,Morning,0
4685,28.0,Male,Desktop,Bottom,Entertainment,Night,0
4686,40.339417052574234,Male,Mobile,Bottom,Education,Morning,1
4687,40.339417052574234,Female,Mobile,Top,Entertainment,Night,1
4688,40.339417052574234,Male,Mobile,Top,News,Night,0
4690,40.339417052574234,Female,Tablet,Bottom,Entertainment,Night,0
4691,40.339417052574234,Male,Desktop,Bottom,Social Media,Morning,1
4692,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
4693,41.0,Male,Mobile,Side,Entertainment,Afternoon,1
4694,20.0,Male,Mobile,Bottom,Entertainment,Night,1
4695,32.0,Male,Mobile,Top,Entertainment,Morning,0
4697,41.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
4698,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
4699,62.0,Female,Desktop,Bottom,Education,Morning,1
4702,49.0,Male,Mobile,Bottom,Entertainment,Night,0
4703,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
4704,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
4707,62.0,Male,Mobile,Bottom,Entertainment,Night,1
4708,40.339417052574234,Female,Mobile,Bottom,Entertainment,Night,1
4709,40.339417052574234,Male,Mobile,Side,Education,Evening,0
4714,40.339417052574234,Male,Tablet,Side,Shopping,Morning,1
4715,45.0,Male,Mobile,Bottom,Education,Afternoon,0
4716,29.0,Male,Mobile,Side,Entertainment,Afternoon,0
4718,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
4720,40.339417052574234,Female,Desktop,Side,Shopping,Morning,1
4723,40.339417052574234,Male,Mobile,Side,Entertainment,Afternoon,0
4724,53.0,Non-Binary,Tablet,Top,Entertainment,Night,1
4727,29.0,Male,Desktop,Bottom,Shopping,Afternoon,1
4728,24.0,Male,Desktop,Bottom,News,Morning,0
4729,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4730,59.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
4732,40.339417052574234,Male,Mobile,Side,Social Media,Night,0
4734,19.0,Female,Tablet,Bottom,Social Media,Morning,1
4735,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
4736,44.0,Female,Desktop,Top,Entertainment,Morning,1
4737,59.0,Male,Tablet,Side,Entertainment,Evening,1
4738,40.339417052574234,Male,Desktop,Side,Shopping,Afternoon,0
4739,59.0,Male,Desktop,Bottom,Entertainment,Night,0
4740,59.0,Male,Desktop,Top,Entertainment,Afternoon,0
4741,47.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
4742,40.339417052574234,Male,Tablet,Side,Entertainment,Evening,0
4743,40.339417052574234,Male,Desktop,Top,News,Morning,0
4744,40.339417052574234,Male,Tablet,Top,Entertainment,Morning,1
4745,40.339417052574234,Female,Desktop,Bottom,News,Morning,1
4746,40.339417052574234,Female,Mobile,Bottom,Entertainment,Afternoon,0
4747,40.339417052574234,Female,Tablet,Bottom,Entertainment,Morning,1
4749,40.339417052574234,Male,Desktop,Side,Entertainment,Afternoon,1
4750,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4751,18.0,Male,Tablet,Bottom,Education,Morning,0
4752,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,0
4754,44.0,Female,Desktop,Side,Entertainment,Morning,0
4755,21.0,Male,Desktop,Bottom,Entertainment,Morning,0
4758,40.339417052574234,Female,Tablet,Side,Shopping,Morning,0
4759,63.0,Male,Desktop,Side,Social Media,Morning,1
4761,40.339417052574234,Female,Mobile,Bottom,Education,Evening,1
4762,40.339417052574234,Male,Mobile,Bottom,Shopping,Morning,1
4763,24.0,Female,Desktop,Side,News,Afternoon,0
4766,31.0,Male,Desktop,Bottom,Social Media,Night,1
4767,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
4768,19.0,Male,Desktop,Side,Entertainment,Morning,0
4770,57.0,Male,Desktop,Bottom,Entertainment,Evening,0
4772,56.0,Female,Mobile,Side,Social Media,Morning,0
4773,40.339417052574234,Male,Mobile,Side,Entertainment,Evening,1
4774,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,1
4775,23.0,Male,Desktop,Bottom,Social Media,Morning,0
4778,55.0,Female,Tablet,Side,Entertainment,Afternoon,0
4779,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
4780,40.339417052574234,Male,Tablet,Bottom,Shopping,Morning,0
4781,48.0,Male,Desktop,Bottom,Entertainment,Morning,0
4783,49.0,Non-Binary,Tablet,Side,Social Media,Afternoon,0
4784,40.339417052574234,Male,Mobile,Side,Entertainment,Afternoon,1
4785,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,1
4787,40.339417052574234,Non-Binary,Mobile,Top,Entertainment,Night,0
4789,33.0,Male,Tablet,Side,Entertainment,Morning,1
4792,62.0,Male,Desktop,Top,Entertainment,Afternoon,0
4793,40.339417052574234,Male,Tablet,Side,News,Night,0
4794,40.339417052574234,Female,Desktop,Bottom,Entertainment,Morning,1
4797,54.0,Male,Mobile,Top,Entertainment,Night,0
4798,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
4801,54.0,Male,Desktop,Top,Entertainment,Afternoon,0
4802,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,0
4804,20.0,Male,Mobile,Side,Entertainment,Morning,1
4805,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4809,40.339417052574234,Male,Desktop,Top,Entertainment,Night,1
4810,56.0,Female,Mobile,Bottom,Entertainment,Morning,1
4811,40.339417052574234,Male,Desktop,Bottom,Shopping,Night,0
4812,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0
4815,31.0,Male,Desktop,Bottom,Education,Morning,0
4816,46.0,Male,Desktop,Side,Entertainment,Morning,1
4818,48.0,Male,Desktop,Top,Entertainment,Night,1
4819,29.0,Male,Tablet,Side,Entertainment,Afternoon,1
4820,48.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
4825,30.0,Male,Desktop,Top,News,Afternoon,0
4827,40.339417052574234,Female,Desktop,Bottom,Entertainment,Afternoon,0
4829,40.339417052574234,Male,Mobile,Bottom,Education,Night,0
4830,56.0,Non-Binary,Desktop,Top,Entertainment,Evening,0
4831,37.0,Male,Mobile,Bottom,Entertainment,Morning,1
4832,40.339417052574234,Female,Desktop,Bottom,Entertainment,Morning,1
4833,43.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
4834,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
4835,24.0,Male,Desktop,Top,Education,Evening,0
4837,57.0,Male,Tablet,Side,Education,Morning,1
4839,34.0,Male,Tablet,Top,Entertainment,Morning,1
4841,42.0,Male,Mobile,Side,Entertainment,Morning,0
4842,49.0,Male,Tablet,Top,Entertainment,Evening,0
4844,40.339417052574234,Female,Desktop,Bottom,Entertainment,Night,1
4845,36.0,Female,Mobile,Top,Shopping,Morning,1
4847,24.0,Female,Desktop,Top,Shopping,Night,0
4848,40.339417052574234,Male,Desktop,Bottom,News,Morning,1
4849,57.0,Male,Tablet,Side,Entertainment,Afternoon,1
4850,40.0,Female,Tablet,Bottom,Entertainment,Morning,1
4852,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,0
4853,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
4854,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
4855,32.0,Female,Mobile,Side,Education,Night,0
4856,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,1
4857,64.0,Male,Mobile,Bottom,Entertainment,Morning,0
4858,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
4859,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,0
4863,45.0,Male,Mobile,Top,Entertainment,Morning,0
4864,62.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
4865,40.339417052574234,Female,Mobile,Bottom,Entertainment,Afternoon,1
4866,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,0
4867,56.0,Non-Binary,Mobile,Side,News,Morning,0
4868,27.0,Female,Tablet,Top,Entertainment,Evening,0
4869,51.0,Male,Desktop,Top,News,Morning,0
4870,62.0,Male,Desktop,Bottom,Entertainment,Morning,1
4871,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
4873,41.0,Male,Tablet,Top,Education,Evening,0
4874,29.0,Female,Desktop,Top,Social Media,Morning,0
4875,49.0,Male,Mobile,Side,Entertainment,Morning,0
4876,40.339417052574234,Male,Tablet,Top,Entertainment,Evening,0
4879,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Afternoon,0
4880,23.0,Male,Desktop,Top,Entertainment,Night,0
4881,36.0,Male,Mobile,Bottom,Shopping,Morning,1
4883,57.0,Male,Tablet,Top,Education,Afternoon,0
4884,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
4885,40.339417052574234,Male,Tablet,Bottom,Shopping,Evening,1
4886,40.339417052574234,Male,Mobile,Bottom,Education,Evening,1
4887,61.0,Female,Mobile,Side,Entertainment,Night,0
4888,40.339417052574234,Male,Mobile,Bottom,Entertainment,Afternoon,1
4890,45.0,Female,Desktop,Bottom,Education,Night,0
4891,40.339417052574234,Female,Desktop,Top,Social Media,Morning,0
4892,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4893,40.339417052574234,Female,Desktop,Bottom,Shopping,Morning,1
4896,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
4897,40.0,Female,Desktop,Bottom,News,Night,0
4898,40.339417052574234,Male,Desktop,Side,Entertainment,Night,1
4899,48.0,Male,Tablet,Top,Entertainment,Evening,0
4900,52.0,Male,Mobile,Top,Entertainment,Evening,0
4901,35.0,Male,Desktop,Top,Entertainment,Evening,1
4902,46.0,Female,Desktop,Top,Entertainment,Morning,0
4903,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4904,55.0,Male,Tablet,Bottom,Entertainment,Evening,1
4908,40.339417052574234,Male,Mobile,Top,Shopping,Evening,1
4910,49.0,Male,Tablet,Bottom,Entertainment,Morning,1
4911,40.0,Female,Tablet,Bottom,Entertainment,Morning,1
4913,61.0,Non-Binary,Mobile,Top,Entertainment,Night,0
4914,34.0,Male,Mobile,Top,Entertainment,Morning,1
4915,40.339417052574234,Male,Tablet,Bottom,Entertainment,Afternoon,0
4916,28.0,Male,Tablet,Bottom,News,Morning,0
4917,59.0,Male,Tablet,Side,Entertainment,Morning,0
4919,30.0,Male,Tablet,Top,Entertainment,Morning,1
4920,40.339417052574234,Female,Mobile,Bottom,Entertainment,Morning,1
4921,41.0,Female,Mobile,Side,News,Afternoon,1
4922,51.0,Male,Desktop,Side,Entertainment,Afternoon,0
4923,40.339417052574234,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1
4924,42.0,Non-Binary,Desktop,Top,Social Media,Morning,1
4925,54.0,Female,Mobile,Bottom,Entertainment,Evening,0
4927,26.0,Male,Tablet,Bottom,Entertainment,Night,1
4929,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,0
4930,50.0,Male,Mobile,Bottom,Education,Morning,0
4931,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
4932,53.0,Male,Mobile,Side,Entertainment,Morning,0
4933,40.339417052574234,Male,Desktop,Top,News,Morning,0
4935,40.339417052574234,Female,Desktop,Top,Entertainment,Morning,1
4936,40.0,Male,Desktop,Side,Entertainment,Afternoon,1
4938,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,0
4939,25.0,Female,Mobile,Bottom,Entertainment,Morning,1
4940,20.0,Male,Desktop,Side,News,Night,1
4941,40.339417052574234,Female,Desktop,Top,Entertainment,Morning,1
4943,26.0,Male,Desktop,Side,Entertainment,Morning,0
4944,27.0,Female,Mobile,Side,Social Media,Morning,0
4945,34.0,Female,Mobile,Bottom,Education,Morning,1
4946,40.339417052574234,Male,Tablet,Bottom,News,Morning,1
4948,49.0,Male,Tablet,Bottom,News,Morning,1
4949,38.0,Non-Binary,Desktop,Top,Shopping,Morning,1
4951,53.0,Non-Binary,Mobile,Side,Shopping,Evening,0
4952,20.0,Male,Desktop,Side,News,Morning,1
4953,38.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
4956,40.339417052574234,Female,Desktop,Bottom,Education,Evening,0
4957,40.0,Male,Desktop,Bottom,Shopping,Evening,0
4961,61.0,Male,Tablet,Bottom,News,Afternoon,1
4962,41.0,Female,Desktop,Bottom,News,Afternoon,1
4963,40.339417052574234,Male,Desktop,Side,Shopping,Morning,0
4965,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
4966,55.0,Male,Desktop,Bottom,News,Night,0
4968,40.339417052574234,Male,Desktop,Bottom,Social Media,Night,0
4970,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
4971,40.339417052574234,Male,Tablet,Side,Entertainment,Evening,0
4972,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,0
4973,62.0,Female,Desktop,Side,Entertainment,Morning,1
4974,56.0,Male,Mobile,Bottom,Entertainment,Night,0
4975,40.339417052574234,Male,Desktop,Side,Education,Night,0
4978,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Morning,1
4979,40.339417052574234,Male,Tablet,Side,Education,Afternoon,0
4980,40.339417052574234,Male,Desktop,Bottom,Shopping,Morning,1
4981,33.0,Male,Mobile,Bottom,Shopping,Night,0
4982,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
4983,55.0,Male,Desktop,Top,Entertainment,Morning,0
4984,40.339417052574234,Female,Tablet,Bottom,News,Morning,0
4985,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
4986,42.0,Female,Mobile,Bottom,Shopping,Afternoon,0
4987,40.339417052574234,Male,Desktop,Top,Social Media,Night,1
4990,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
4991,47.0,Male,Desktop,Bottom,Shopping,Evening,0
4994,26.0,Male,Mobile,Bottom,Education,Afternoon,0
4996,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Night,1
4997,24.0,Male,Mobile,Bottom,Entertainment,Evening,1
4999,34.0,Female,Mobile,Bottom,Entertainment,Morning,1
5000,59.0,Male,Desktop,Side,Entertainment,Night,0
5002,40.339417052574234,Non-Binary,Mobile,Bottom,News,Morning,1
5003,34.0,Male,Tablet,Side,Shopping,Morning,0
5004,40.339417052574234,Male,Mobile,Side,Entertainment,Afternoon,0
5005,40.339417052574234,Female,Desktop,Bottom,Entertainment,Night,0
5006,57.0,Female,Desktop,Bottom,Social Media,Afternoon,0
5007,26.0,Male,Desktop,Top,Social Media,Night,1
5008,63.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
5009,30.0,Male,Tablet,Bottom,Entertainment,Morning,0
5010,40.339417052574234,Female,Desktop,Top,Entertainment,Evening,1
5011,40.339417052574234,Male,Mobile,Side,Entertainment,Evening,0
5014,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
5015,19.0,Male,Desktop,Bottom,Entertainment,Morning,1
5016,40.339417052574234,Male,Mobile,Bottom,Shopping,Night,0
5017,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Morning,0
5018,40.339417052574234,Male,Desktop,Top,Education,Afternoon,0
5019,40.339417052574234,Female,Mobile,Bottom,Entertainment,Afternoon,1
5020,40.339417052574234,Female,Desktop,Bottom,Entertainment,Night,1
5021,40.339417052574234,Female,Desktop,Top,Shopping,Night,1
5022,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
5025,40.339417052574234,Male,Desktop,Top,Shopping,Morning,0
5026,37.0,Female,Desktop,Side,Entertainment,Evening,0
5027,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Night,1
5028,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
5030,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
5032,40.339417052574234,Non-Binary,Desktop,Top,Entertainment,Morning,0
5034,32.0,Non-Binary,Mobile,Bottom,News,Morning,1
5035,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,0
5036,29.0,Male,Tablet,Top,Education,Night,0
5037,40.339417052574234,Female,Mobile,Bottom,Entertainment,Evening,1
5038,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
5040,40.339417052574234,Non-Binary,Desktop,Side,Shopping,Morning,0
5042,60.0,Male,Desktop,Bottom,Entertainment,Night,0
5043,40.339417052574234,Non-Binary,Desktop,Top,Entertainment,Morning,1
5044,62.0,Male,Mobile,Bottom,Entertainment,Evening,0
5045,40.339417052574234,Male,Mobile,Side,Entertainment,Evening,1
5046,52.0,Male,Desktop,Bottom,Entertainment,Evening,1
5048,40.339417052574234,Male,Desktop,Top,Entertainment,Evening,0
5049,56.0,Male,Mobile,Top,Entertainment,Night,0
5050,40.339417052574234,Female,Mobile,Bottom,Entertainment,Night,0
5051,58.0,Male,Mobile,Side,Entertainment,Morning,0
5052,38.0,Male,Desktop,Bottom,Entertainment,Evening,0
5055,52.0,Male,Tablet,Bottom,Entertainment,Morning,1
5056,43.0,Male,Tablet,Top,Entertainment,Morning,0
5057,32.0,Male,Desktop,Side,Entertainment,Morning,1
5059,57.0,Male,Desktop,Bottom,Entertainment,Morning,1
5060,36.0,Male,Mobile,Side,Entertainment,Morning,1
5061,26.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
5062,57.0,Male,Desktop,Side,Entertainment,Evening,0
5063,40.339417052574234,Female,Desktop,Bottom,Entertainment,Afternoon,0
5068,24.0,Male,Mobile,Top,Entertainment,Morning,0
5073,40.339417052574234,Male,Desktop,Top,Entertainment,Night,0
5075,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
5077,53.0,Female,Mobile,Bottom,Entertainment,Morning,0
5078,20.0,Male,Mobile,Bottom,Shopping,Night,1
5079,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,0
5080,49.0,Male,Desktop,Top,Entertainment,Morning,1
5081,28.0,Male,Tablet,Top,Shopping,Night,0
5083,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
5084,40.339417052574234,Male,Tablet,Top,News,Night,1
5087,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,1
5090,19.0,Male,Desktop,Side,Entertainment,Morning,1
5091,40.339417052574234,Female,Mobile,Top,Entertainment,Morning,0
5094,40.339417052574234,Male,Mobile,Side,Entertainment,Night,1
5095,40.339417052574234,Male,Tablet,Bottom,Shopping,Morning,0
5096,49.0,Male,Desktop,Side,Entertainment,Night,1
5098,37.0,Female,Desktop,Bottom,Entertainment,Night,0
5100,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Night,1
5101,40.339417052574234,Male,Mobile,Bottom,Entertainment,Evening,1
5105,40.339417052574234,Female,Desktop,Top,Shopping,Night,0
5106,20.0,Female,Desktop,Bottom,Entertainment,Morning,1
5108,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,1
5109,40.339417052574234,Male,Desktop,Bottom,Education,Morning,1
5110,40.339417052574234,Female,Tablet,Bottom,Entertainment,Morning,1
5111,52.0,Male,Desktop,Bottom,Entertainment,Night,1
5113,28.0,Female,Mobile,Bottom,Entertainment,Morning,1
5116,54.0,Male,Tablet,Top,Entertainment,Morning,0
5117,60.0,Male,Tablet,Bottom,Social Media,Night,0
5118,59.0,Male,Desktop,Side,Social Media,Morning,1
5119,31.0,Male,Tablet,Bottom,Entertainment,Morning,1
5120,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,1
5121,49.0,Non-Binary,Desktop,Side,Education,Afternoon,0
5123,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
5124,40.339417052574234,Male,Desktop,Side,Education,Morning,1
5125,32.0,Male,Tablet,Bottom,Education,Morning,0
5126,45.0,Male,Tablet,Bottom,News,Morning,1
5127,19.0,Male,Tablet,Top,Entertainment,Evening,1
5128,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,1
5129,40.339417052574234,Male,Mobile,Side,Shopping,Afternoon,1
5131,23.0,Non-Binary,Tablet,Side,Entertainment,Morning,0
5132,30.0,Male,Desktop,Top,Entertainment,Afternoon,0
5133,32.0,Male,Desktop,Top,Entertainment,Morning,1
5134,40.339417052574234,Female,Tablet,Top,Entertainment,Evening,1
5135,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
5136,40.339417052574234,Male,Tablet,Top,Entertainment,Morning,0
5137,40.339417052574234,Male,Tablet,Side,News,Afternoon,0
5138,40.339417052574234,Male,Mobile,Top,Entertainment,Afternoon,1
5139,40.339417052574234,Male,Desktop,Top,Shopping,Morning,0
5144,40.339417052574234,Female,Desktop,Top,Entertainment,Morning,0
5145,20.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
5146,40.339417052574234,Female,Mobile,Top,Entertainment,Morning,0
5147,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
5149,40.339417052574234,Male,Mobile,Bottom,Entertainment,Afternoon,1
5150,40.0,Male,Mobile,Bottom,Education,Morning,0
5151,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,1
5154,40.339417052574234,Non-Binary,Tablet,Bottom,Education,Morning,0
5155,40.339417052574234,Non-Binary,Desktop,Bottom,Education,Night,1
5157,20.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
5158,38.0,Female,Desktop,Top,Education,Night,0
5162,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
5163,34.0,Non-Binary,Mobile,Bottom,News,Morning,0
5164,40.339417052574234,Male,Desktop,Side,Social Media,Night,0
5166,47.0,Female,Mobile,Side,Entertainment,Morning,0
5167,26.0,Male,Desktop,Side,Shopping,Night,0
5168,30.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
5170,53.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0
5171,27.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
5172,43.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
5173,24.0,Male,Tablet,Top,Education,Morning,0
5174,22.0,Male,Mobile,Bottom,Entertainment,Evening,1
5175,58.0,Male,Desktop,Bottom,Entertainment,Evening,0
5176,57.0,Male,Mobile,Bottom,Entertainment,Evening,1
5177,40.339417052574234,Female,Desktop,Bottom,Shopping,Morning,1
5178,40.0,Male,Mobile,Bottom,Entertainment,Night,0
5181,32.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
5182,21.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
5184,34.0,Male,Mobile,Top,Entertainment,Night,0
5185,56.0,Male,Desktop,Side,Entertainment,Night,0
5186,23.0,Male,Desktop,Top,Social Media,Morning,0
5188,54.0,Male,Tablet,Bottom,Social Media,Evening,0
5189,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,1
5193,22.0,Male,Desktop,Top,Shopping,Evening,0
5194,49.0,Male,Tablet,Bottom,Entertainment,Morning,1
5196,36.0,Male,Mobile,Side,News,Morning,0
5198,28.0,Male,Desktop,Side,Entertainment,Evening,1
5199,40.339417052574234,Male,Desktop,Bottom,Social Media,Afternoon,0
5201,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1
5202,40.339417052574234,Male,Desktop,Bottom,Social Media,Morning,1
5203,46.0,Male,Tablet,Top,Entertainment,Morning,1
5206,40.339417052574234,Male,Desktop,Bottom,Shopping,Morning,1
5207,40.339417052574234,Male,Desktop,Side,Entertainment,Night,1
5209,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
5210,40.0,Non-Binary,Mobile,Top,News,Night,0
5211,29.0,Male,Tablet,Bottom,Entertainment,Morning,1
5212,62.0,Non-Binary,Mobile,Bottom,Social Media,Night,0
5213,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Morning,0
5214,52.0,Female,Desktop,Bottom,Entertainment,Afternoon,0
5215,40.339417052574234,Female,Mobile,Bottom,Entertainment,Afternoon,1
